Id,Make,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,CO2 Emissions(g/km),City,HighWay,Combination
46401,7.0,10.0,2.9777784042058384,4.0,11.0,3.0,238,12.8,7.9,10.6
46402,11.0,1.0,1.6,4.0,23.0,3.0,224,9.8,8.3,9.12
46403,20.0,11.0,2.5,5.292000277527232,13.0,3.0,226,11.6,9.1,10.5
46404,8.0,0.0,1.4,4.0,15.0,3.0,177,10.0,8.1,9.15
46405,16.0,11.0,1.5,5.292000277527232,21.0,3.0,214,11.4,8.5,10.09
46406,2.0,0.0,4.4,8.0,23.0,4.0,325,15.8,17.4,16.5
46407,17.0,12.0,2.5,4.0,17.0,3.0,204,11.4,8.6,10.14
46408,7.0,6.0,3.3,6.0,13.0,1.0,269,13.4,11.9,12.72
46409,5.0,13.0,8.4,10.0,23.0,4.0,430,21.5,10.3,16.46
46410,4.0,7.0,2.0,4.0,17.0,3.0,201,9.6,6.7,8.29
46411,15.0,2.0,2.5,5.292000277527232,13.0,3.0,172,7.7,7.1,7.43
46412,7.0,6.0,3.0,6.0,11.0,0.0,245,12.2,8.6,10.58
46413,15.0,11.0,2.5,5.292000277527232,13.0,3.0,221,10.3,11.0,10.61
46414,3.0,0.0,2.0,4.0,23.0,4.0,232,14.0,9.1,11.79
46415,1.0,11.0,2.9777784042058384,4.0,23.0,3.0,218,11.3,8.2,9.9
46416,2.0,0.0,3.0,6.0,23.0,4.0,231,12.9,8.0,10.7
46417,14.0,2.0,3.4,6.0,11.0,4.0,232,10.4,8.1,9.36
46418,5.0,11.0,2.4,4.0,1.0,3.0,244,11.8,8.3,10.22
46419,17.0,2.0,1.6,4.0,23.0,4.0,193,9.1,7.1,8.2
46420,4.0,12.0,5.3,8.0,3.0,3.0,346,20.0,11.5,16.18
46421,0.0,0.0,2.4,4.0,23.0,4.0,220,12.544509425422014,7.9,9.99
46422,3.0,2.0,2.0,4.0,13.0,4.0,239,10.8,7.6,9.36
46423,10.0,11.0,2.0,4.0,6.0,3.0,245,11.0,7.4,9.38
46424,4.0,12.0,5.3,8.0,3.0,1.0,306,15.6,10.5,11.013572964095445
46425,1.0,11.0,3.6,6.0,13.0,3.0,327,16.1,10.5,13.6
46426,15.0,0.0,2.5,4.0,13.0,3.0,159,9.0,6.4,7.8
46427,19.0,9.0,2.0,4.0,15.0,3.0,225,10.9,7.9,9.55
46428,2.0,11.0,3.0,6.0,15.0,4.0,229,11.2,8.3,9.89
46429,17.0,11.0,3.5,6.0,17.0,3.0,250,10.1,6.8,8.61
46430,17.0,2.0,1.6,4.0,23.0,4.0,186,11.8,9.137623176401432,10.13
46431,4.0,15.0,4.8,8.0,3.0,3.0,420,19.2,12.1,11.013572964095445
46432,14.0,10.0,5.0,8.0,11.0,4.0,309,16.0,9.5,13.07
46433,1.0,11.0,2.4,4.0,21.0,3.0,211,9.7,7.8,8.8
46434,17.0,13.0,3.7,6.0,23.0,4.0,267,14.0,9.8,12.11
46435,5.0,1.0,3.6,5.292000277527232,2.0,3.0,279,11.7,8.8,10.4
46436,5.0,2.0,5.7,8.0,5.0,3.0,314,10.6,7.8,11.013572964095445
46437,7.0,6.0,3.5,6.0,3.0,3.0,287,15.1,8.0,11.9
46438,1.0,3.0,2.0,4.0,23.0,4.0,227,10.4,7.7,11.013572964095445
46439,15.0,2.0,2.5,4.0,13.0,3.0,190,12.5,6.9,9.98
46440,2.0,0.0,4.4,8.0,13.0,4.0,324,15.6,10.2,13.18
46441,4.0,15.0,5.3,8.0,1.0,3.0,359,18.0,9.137623176401432,14.66
46442,2.0,0.0,4.4,8.0,15.0,4.0,299,15.6,9.6,12.9
46443,20.0,2.0,3.5,6.0,13.0,3.0,220,11.6,9.4,10.6
46444,6.0,11.0,1.4,5.292000277527232,3.0,3.0,184,11.8,8.0,10.09
46445,9.0,11.0,3.5,6.0,16.0,3.0,245,11.6,9.2,10.52
46446,4.0,6.0,6.2,8.0,0.0,4.0,333,15.2,10.7,13.18
46447,5.0,1.0,6.4,8.0,5.0,4.0,337,16.6,10.7,13.94
46448,17.0,8.0,3.5,5.292000277527232,20.0,3.0,240,12.71,7.9,10.54
46449,5.0,2.0,6.4,8.0,23.0,4.0,329,23.6,10.9,17.89
46450,2.0,0.0,2.0,4.0,23.0,4.0,205,11.49,7.4,9.65
46451,15.0,2.0,2.5,4.0,23.0,3.0,194,9.7,7.7,8.8
46452,6.0,11.0,2.9777784042058384,5.292000277527232,23.0,3.0,199,11.2,10.5,10.88
46453,14.0,0.0,2.0,4.0,19.0,3.0,123,8.4,5.6,7.14
46454,2.0,0.0,3.0,6.0,5.0,4.0,222,15.9,9.3,12.93
46455,3.0,2.0,3.6,6.0,15.0,3.0,248,8.9,9.8,9.3
46456,4.0,10.0,1.4,5.292000277527232,17.0,3.0,175,10.7,9.5,10.2
46457,2.0,2.0,3.0,6.0,15.0,4.0,220,11.4,7.3,11.013572964095445
46458,10.0,11.0,3.2,6.0,6.0,3.0,253,19.08,12.2,15.99
46459,20.0,0.0,1.5,4.0,23.0,3.0,164,8.1,9.137623176401432,7.25
46460,2.0,9.0,2.9777784042058384,4.0,5.0,4.0,201,8.7,11.1,9.78
46461,1.0,0.0,2.0,4.0,21.0,4.0,252,13.79,8.7,11.5
46462,2.0,12.0,4.4,8.0,15.0,4.0,335,14.3,11.2,12.9
46463,5.0,1.0,6.4,8.0,5.0,4.0,342,12.4,9.137623176401432,15.3
46464,17.0,2.0,3.5,6.0,20.0,3.0,215,10.8,8.7,9.85
46465,4.0,11.0,2.4,4.0,3.0,3.0,223,9.7,8.1,8.98
46466,3.0,2.0,2.0,4.0,11.0,4.0,222,12.4,7.4,10.15
46467,15.0,11.0,1.5,4.0,1.0,3.0,178,12.544509425422014,8.0,9.26
46468,19.0,2.0,2.0,4.0,15.0,3.0,186,9.4,8.7,11.013572964095445
46469,20.0,5.0,2.7,4.0,22.0,3.0,317,13.8,10.5,12.31
46470,0.0,2.0,3.7,5.292000277527232,13.0,4.0,247,12.2,11.6,11.93
46471,3.0,12.0,6.2,5.292000277527232,3.0,4.0,331,15.9,13.0,14.6
46472,20.0,0.0,1.5,4.0,23.0,3.0,177,10.0,6.2,8.29
46473,11.0,9.0,1.6,4.0,7.0,3.0,178,9.3,6.4,7.99
46474,17.0,5.0,4.0,6.0,2.0,3.0,296,10.9,11.6,11.2
46475,2.0,0.0,2.0,4.0,15.0,4.0,213,12.3,7.4,10.1
46476,4.0,2.0,1.4,4.0,23.0,3.0,184,9.1,7.7,8.5
46477,18.0,1.0,2.0,4.0,13.0,3.0,203,8.4,7.3,7.91
46478,3.0,1.0,3.6,6.0,13.0,3.0,247,13.4,9.1,11.47
46479,7.0,6.0,2.7,6.0,11.0,3.0,248,10.8,8.6,9.8
46480,4.0,2.0,2.0,4.0,6.0,4.0,205,8.8,8.1,8.49
46481,7.0,11.0,3.7,6.0,13.0,3.0,304,13.8,12.8,13.3
46482,1.0,2.0,2.5,4.0,19.0,3.0,198,8.0,7.5,7.78
46483,8.0,9.0,1.8,4.0,7.0,3.0,222,12.5,9.5,11.1
46484,10.0,11.0,3.6,6.0,2.0,3.0,338,19.2,11.6,15.78
46485,15.0,11.0,2.0,4.0,13.0,3.0,215,10.5,7.2,9.02
46486,18.0,11.0,3.3,6.0,3.0,3.0,269,18.59,9.8,14.64
46487,5.0,1.0,3.6,5.292000277527232,5.0,3.0,255,11.4,8.7,10.19
46488,3.0,1.0,3.6,6.0,13.0,3.0,276,19.7,9.9,15.29
46489,15.0,2.0,2.5,4.0,13.0,3.0,156,9.8,8.5,9.22
46490,18.0,2.0,2.0,4.0,23.0,3.0,195,8.9,9.3,11.013572964095445
46491,7.0,11.0,2.0,4.0,13.0,3.0,234,12.5,10.8,11.73
46492,2.0,9.0,2.0,4.0,15.0,4.0,200,8.8,9.1,8.93
46493,7.0,0.0,1.6,4.0,23.0,3.0,195,10.3,7.6,9.08
46494,10.0,11.0,2.0,4.0,22.0,3.0,206,8.8,7.3,8.12
46495,2.0,2.0,2.0,4.0,15.0,4.0,203,12.11,7.6,10.07
46496,15.0,13.0,2.0,4.0,13.0,4.0,194,12.544509425422014,8.5,9.6
46497,14.0,10.0,5.0,8.0,15.0,3.0,301,14.79,13.0,13.99
46498,9.0,2.0,2.4,4.0,20.0,3.0,190,8.8,7.0,7.99
46499,5.0,2.0,6.2,8.0,5.0,4.0,453,17.6,9.6,14.0
46500,4.0,2.0,2.5,4.0,13.0,3.0,204,9.2,6.8,8.1
46501,4.0,1.0,3.6,6.0,13.0,3.0,240,10.5,8.2,9.46
46502,14.0,12.0,5.7,8.0,15.0,4.0,381,17.81,11.6,15.01
46503,11.0,2.0,2.0,4.0,13.0,3.0,120,4.8,5.2,4.98
46504,14.0,10.0,5.0,8.0,15.0,4.0,293,16.7,12.5,14.81
46505,7.0,0.0,2.0,5.292000277527232,7.0,1.0,169,4.6,6.2,5.32
46506,4.0,10.0,6.2,8.0,11.0,4.0,291,13.7,10.4,12.21
46507,2.0,1.0,3.0,6.0,5.0,4.0,236,13.1,9.0,11.26
46508,20.0,2.0,2.5,4.0,13.0,3.0,196,11.9,7.6,9.96
46509,19.0,0.0,3.0,6.0,13.0,3.0,253,15.29,12.8,14.18
46510,10.0,11.0,2.4,4.0,22.0,3.0,227,10.8,7.7,9.4
46511,20.0,12.0,2.9777784042058384,6.0,12.0,3.0,354,14.2,11.3,12.9
46512,9.0,11.0,3.5,6.0,2.0,3.0,266,15.9,8.9,12.8
46513,5.0,1.0,3.6,6.0,2.0,1.0,271,17.51,9.1,13.7
46514,7.0,10.0,2.3,4.0,11.0,3.0,227,13.9,6.8,10.71
46515,5.0,2.0,5.7,8.0,5.0,3.0,297,12.4,11.81,12.13
46516,7.0,15.0,3.5,6.0,13.0,3.0,407,17.8,9.137623176401432,16.18
46517,17.0,11.0,3.5,6.0,17.0,3.0,231,14.0,10.1,12.24
46518,20.0,12.0,3.5,6.0,13.0,3.0,264,13.6,9.9,11.94
46519,7.0,10.0,2.3,4.0,23.0,3.0,219,11.7,7.6,9.86
46520,8.0,11.0,2.0,4.0,13.0,4.0,249,9.7,8.0,8.93
46521,16.0,9.0,2.0,4.0,22.0,3.0,208,12.8,7.6,10.46
46522,14.0,2.0,3.5,6.0,13.0,3.0,218,13.1,8.8,11.16
46523,2.0,10.0,4.4,8.0,8.0,4.0,387,19.9,12.7,11.013572964095445
46524,18.0,0.0,1.6,4.0,13.0,3.0,178,12.3,6.6,9.73
46525,7.0,6.0,6.2,8.0,13.0,3.0,382,20.5,9.137623176401432,16.67
46526,18.0,0.0,1.6,4.0,7.0,3.0,183,7.8,7.1,7.49
46527,4.0,12.0,5.3,8.0,3.0,1.0,315,17.4,12.2,15.06
46528,18.0,11.0,1.6,4.0,8.0,3.0,202,13.4,8.4,11.15
46529,2.0,10.0,2.0,4.0,15.0,4.0,212,9.4,7.0,8.32
46530,4.0,6.0,6.2,5.292000277527232,5.0,4.0,343,20.01,10.2,15.59
46531,3.0,1.0,2.9777784042058384,4.0,15.0,4.0,227,13.19,9.0,11.3
46532,4.0,12.0,5.3,8.0,3.0,3.0,315,13.0,8.5,10.98
46533,7.0,1.0,3.5,6.0,13.0,3.0,303,17.9,11.8,15.16
46534,15.0,11.0,2.5,4.0,13.0,3.0,188,9.9,6.5,8.4
46535,7.0,10.0,3.7,6.0,3.0,3.0,238,12.0,9.3,10.79
46536,20.0,8.0,1.8,4.0,17.0,3.0,163,9.8,7.5,8.76
46537,3.0,0.0,2.7,4.0,11.0,4.0,237,9.2,6.6,8.03
46538,3.0,1.0,3.6,6.0,13.0,3.0,281,14.4,10.3,12.55
46539,5.0,12.0,5.7,8.0,5.0,3.0,305,15.8,9.2,12.83
46540,7.0,15.0,3.7,6.0,13.0,1.0,427,29.5,13.2,22.17
46541,7.0,7.0,2.5,4.0,13.0,3.0,248,17.3,9.137623176401432,14.65
46542,15.0,11.0,2.5,4.0,13.0,3.0,200,12.544509425422014,12.6,10.68
46543,17.0,5.0,4.0,6.0,2.0,3.0,345,16.69,10.2,13.78
46544,4.0,6.0,2.9777784042058384,5.292000277527232,3.0,3.0,379,14.6,10.5,12.76
46545,14.0,2.0,4.6,8.0,15.0,4.0,328,14.49,12.6,13.65
46546,11.0,2.0,2.0,4.0,3.0,3.0,184,9.1,7.3,8.29
46547,18.0,2.0,2.0,4.0,7.0,3.0,167,8.9,7.5,8.27
46548,4.0,10.0,1.4,4.0,22.0,3.0,162,8.2,6.6,11.013572964095445
46549,14.0,11.0,1.8,4.0,17.0,3.0,180,9.4,6.7,8.18
46550,20.0,12.0,5.7,8.0,13.0,3.0,447,17.9,12.0,15.24
46551,10.0,11.0,3.6,6.0,5.0,3.0,280,18.0,8.9,13.9
46552,17.0,12.0,5.6,8.0,2.0,3.0,390,15.3,11.0,13.36
46553,10.0,11.0,1.3,4.0,6.0,3.0,215,10.2,11.0,10.6
46554,17.0,10.0,3.8,6.0,7.0,4.0,310,11.1,12.4,11.7
46555,14.0,12.0,5.7,8.0,15.0,4.0,370,18.0,10.9,14.8
46556,20.0,2.0,3.5,6.0,13.0,3.0,221,11.2,8.5,9.98
46557,7.0,0.0,2.0,4.0,22.0,1.0,161,9.7,8.4,9.12
46558,2.0,2.0,4.4,8.0,15.0,4.0,293,15.6,9.137623176401432,14.25
46559,2.0,13.0,3.0,6.0,8.0,4.0,266,12.544509425422014,10.4,12.5
46560,2.0,0.0,4.4,8.0,23.0,4.0,351,12.5,10.6,11.64
46561,9.0,1.0,2.0,4.0,23.0,3.0,211,12.1,8.4,10.44
46562,2.0,2.0,2.0,4.0,5.0,4.0,210,11.1,9.137623176401432,10.06
46563,7.0,12.0,3.5,6.0,13.0,1.0,266,13.3,9.7,11.68
46564,17.0,13.0,3.7,6.0,14.0,4.0,270,16.6,10.6,13.9
46565,5.0,11.0,3.6,5.292000277527232,3.0,1.0,283,16.0,9.2,12.94
46566,8.0,9.0,1.8,4.0,23.0,3.0,229,22.8,9.137623176401432,17.22
46567,20.0,4.0,2.9777784042058384,5.292000277527232,15.0,3.0,279,11.0,7.9,9.61
46568,9.0,9.0,1.8,4.0,17.0,3.0,195,9.9,8.7,9.36
46569,13.0,11.0,2.0,4.0,15.0,4.0,256,16.8,11.6,14.46
46570,11.0,4.0,3.3,6.0,15.0,3.0,276,13.11,9.3,11.39
46571,2.0,0.0,3.0,6.0,23.0,4.0,229,12.6,8.2,10.62
46572,19.0,11.0,2.0,5.292000277527232,15.0,4.0,240,12.5,9.137623176401432,11.29
46573,1.0,3.0,2.0,4.0,13.0,4.0,215,11.0,8.9,10.06
46574,18.0,11.0,2.4,4.0,3.0,3.0,235,12.544509425422014,8.0,12.23
46575,2.0,1.0,4.4,8.0,5.0,4.0,311,15.9,10.2,13.3
46576,0.0,0.0,2.0,4.0,12.0,4.0,183,9.5,7.7,8.69
46577,18.0,1.0,3.8,6.0,15.0,3.0,285,15.8,13.4,14.73
46578,5.0,2.0,6.4,8.0,23.0,4.0,347,18.7,11.3,15.37
46579,14.0,0.0,2.5,6.0,13.0,4.0,228,11.5,9.1,10.42
46580,2.0,12.0,4.4,8.0,15.0,4.0,386,17.4,9.7,13.94
46581,17.0,5.0,2.5,4.0,22.0,3.0,246,12.5,8.6,10.74
46582,10.0,12.0,3.6,6.0,5.0,3.0,275,9.1,8.6,8.87
46583,10.0,11.0,3.2,6.0,6.0,3.0,253,11.4,8.0,9.87
46584,5.0,1.0,3.6,6.0,5.0,1.0,235,8.5,9.2,8.81
46585,18.0,11.0,2.9777784042058384,4.0,13.0,3.0,240,16.4,8.9,13.02
46586,18.0,1.0,2.0,4.0,23.0,3.0,209,9.6,7.0,8.43
46587,17.0,8.0,3.5,6.0,20.0,3.0,242,11.9,8.2,10.2
46588,4.0,0.0,1.4,4.0,23.0,3.0,180,8.3,6.3,7.4
46589,4.0,10.0,1.4,4.0,22.0,3.0,176,9.8,7.1,8.59
46590,4.0,6.0,2.9777784042058384,6.0,3.0,3.0,353,13.5,13.5,13.5
46591,11.0,0.0,1.6,4.0,13.0,3.0,172,9.2,7.8,8.57
46592,10.0,6.0,3.6,6.0,5.0,3.0,303,18.59,11.4,15.36
46593,2.0,9.0,2.0,4.0,15.0,4.0,214,11.9,9.137623176401432,10.4
46594,10.0,11.0,2.4,4.0,6.0,3.0,219,11.7,8.1,10.08
46595,0.0,11.0,3.5,6.0,16.0,4.0,254,12.6,7.2,10.2
46596,6.0,13.0,1.4,4.0,3.0,3.0,183,10.9,6.2,8.79
46597,7.0,0.0,2.0,4.0,22.0,3.0,188,11.9,8.3,10.28
46598,4.0,5.0,2.8,4.0,3.0,0.0,344,14.4,10.5,12.64
46599,1.0,11.0,2.0,4.0,17.0,3.0,145,8.9,5.4,7.33
46600,7.0,6.0,5.0,5.292000277527232,13.0,3.0,332,15.1,10.1,12.85
46601,15.0,0.0,2.5,5.292000277527232,13.0,3.0,185,11.2,6.4,11.013572964095445
46602,4.0,12.0,2.9777784042058384,6.0,3.0,3.0,349,20.0,10.7,15.82
46603,7.0,2.0,2.0,4.0,17.0,3.0,167,8.4,7.7,8.08
46604,7.0,10.0,5.0,8.0,23.0,3.0,347,16.7,11.8,14.5
46605,11.0,2.0,2.0,4.0,7.0,3.0,127,7.9,6.4,7.22
46606,10.0,11.0,3.2,6.0,6.0,3.0,248,12.5,6.7,9.89
46607,20.0,2.0,1.8,4.0,17.0,3.0,174,10.0,10.4,10.18
46608,8.0,12.0,2.9777784042058384,6.0,15.0,0.0,268,13.91,8.3,11.38
46609,10.0,11.0,2.4,4.0,6.0,3.0,225,10.6,8.9,9.84
46610,19.0,11.0,3.0,6.0,13.0,3.0,280,14.2,8.9,11.81
46611,7.0,11.0,2.5,4.0,13.0,1.0,220,8.9,7.5,8.27
46612,20.0,12.0,3.5,6.0,19.0,3.0,188,10.7,8.1,11.013572964095445
46613,17.0,6.0,5.6,8.0,2.0,3.0,381,13.4,10.6,12.14
46614,18.0,11.0,1.6,4.0,8.0,3.0,215,13.8,9.137623176401432,11.19
46615,4.0,2.0,1.4,4.0,3.0,3.0,163,9.1,6.0,7.7
46616,20.0,12.0,4.0,6.0,12.0,3.0,301,10.3,7.5,9.04
46617,15.0,2.0,2.5,4.0,13.0,3.0,117,4.2,6.2,5.1
46618,7.0,15.0,3.5,6.0,11.0,3.0,364,17.6,9.8,14.08
46619,20.0,2.0,1.8,4.0,23.0,3.0,196,8.9,8.4,8.67
46620,2.0,0.0,2.0,4.0,15.0,4.0,200,11.8,7.6,9.91
46621,6.0,11.0,1.3,4.0,6.0,3.0,215,7.1,7.2,7.14
46622,8.0,0.0,2.0,4.0,13.0,3.0,195,10.4,7.0,8.87
46623,2.0,10.0,2.9777784042058384,6.0,15.0,4.0,239,11.4,9.137623176401432,10.1
46624,9.0,0.0,2.0,4.0,17.0,3.0,171,8.6,7.9,8.29
46625,7.0,10.0,5.0,8.0,23.0,3.0,350,15.3,11.9,13.77
46626,11.0,11.0,3.3,6.0,3.0,3.0,274,18.0,11.3,14.99
46627,7.0,7.0,2.0,4.0,15.0,3.0,204,12.4,7.8,10.33
46628,14.0,11.0,3.5,5.292000277527232,15.0,3.0,265,12.2,10.0,11.21
46629,7.0,12.0,3.5,6.0,13.0,1.0,285,14.9,11.1,13.2
46630,2.0,11.0,3.0,5.292000277527232,15.0,4.0,244,14.3,9.5,12.14
46631,6.0,3.0,1.4,4.0,22.0,3.0,173,10.0,7.7,8.96
46632,5.0,2.0,5.7,8.0,5.0,3.0,305,15.6,10.2,13.17
46633,18.0,11.0,2.0,4.0,23.0,3.0,234,11.6,8.9,10.38
46634,7.0,2.0,2.9777784042058384,4.0,13.0,3.0,209,9.8,7.3,8.68
46635,18.0,1.0,1.6,4.0,7.0,3.0,171,8.8,9.137623176401432,8.67
46636,8.0,0.0,2.0,4.0,23.0,3.0,192,10.2,7.3,8.9
46637,8.0,1.0,2.0,4.0,15.0,4.0,242,16.89,10.2,13.89
46638,2.0,0.0,3.0,6.0,23.0,4.0,240,15.9,9.6,13.07
46639,2.0,2.0,4.4,8.0,15.0,3.0,299,14.6,8.7,11.95
46640,7.0,2.0,2.0,4.0,13.0,3.0,225,10.2,9.8,10.02
46641,0.0,11.0,3.0,6.0,8.0,4.0,201,9.5,7.5,8.6
46642,13.0,12.0,5.0,8.0,15.0,4.0,361,19.0,12.3,15.97
46643,4.0,13.0,6.2,8.0,24.0,4.0,342,15.7,10.6,13.4
46644,18.0,11.0,2.9777784042058384,4.0,13.0,3.0,114,4.2,8.0,5.91
46645,2.0,0.0,4.4,8.0,15.0,4.0,317,17.4,10.7,14.38
46646,8.0,0.0,3.6,6.0,3.0,4.0,294,15.2,11.7,13.62
46647,11.0,11.0,2.9777784042058384,4.0,3.0,3.0,263,13.4,9.3,11.6
46648,7.0,7.0,1.6,4.0,13.0,3.0,213,9.5,8.2,8.91
46649,1.0,9.0,2.9777784042058384,4.0,20.0,3.0,96,10.3,8.5,9.49
46650,5.0,12.0,5.7,8.0,5.0,3.0,377,20.3,11.2,16.2
46651,11.0,1.0,1.6,4.0,3.0,3.0,216,16.3,9.4,13.2
46652,2.0,0.0,4.4,8.0,23.0,4.0,325,13.91,9.7,12.0
46653,15.0,11.0,2.5,4.0,13.0,3.0,200,11.4,8.2,9.96
46654,11.0,11.0,2.0,4.0,13.0,3.0,287,10.6,8.5,9.65
46655,20.0,6.0,4.6,8.0,13.0,3.0,392,15.8,18.2,16.88
46656,4.0,12.0,3.6,5.292000277527232,16.0,3.0,280,5.8,9.137623176401432,9.4
46657,4.0,14.0,5.3,8.0,1.0,3.0,418,19.2,12.3,16.09
46658,4.0,0.0,1.4,5.292000277527232,13.0,3.0,175,8.0,6.9,7.5
46659,6.0,11.0,2.4,4.0,6.0,3.0,220,11.49,9.2,10.46
46660,2.0,10.0,4.4,8.0,23.0,3.0,324,19.1,14.31,16.93
46661,15.0,0.0,2.9777784042058384,5.292000277527232,13.0,3.0,186,9.1,6.4,7.88
46662,18.0,1.0,2.0,4.0,23.0,3.0,211,8.9,8.8,8.86
46663,7.0,12.0,3.5,6.0,11.0,3.0,327,14.49,9.9,12.43
46664,9.0,0.0,2.9777784042058384,4.0,23.0,4.0,165,9.9,6.5,8.37
46665,1.0,11.0,2.5,4.0,19.0,3.0,201,10.4,6.7,8.73
46666,7.0,7.0,2.0,4.0,15.0,1.0,214,11.2,6.9,9.27
46667,4.0,13.0,6.2,8.0,24.0,4.0,319,14.9,12.5,13.8
46668,20.0,12.0,4.0,6.0,12.0,3.0,353,17.9,11.1,14.84
46669,7.0,6.0,3.7,6.0,3.0,3.0,306,17.3,11.9,14.87
46670,17.0,2.0,3.5,6.0,20.0,4.0,224,10.6,8.4,9.61
46671,1.0,2.0,2.0,4.0,20.0,3.0,176,12.3,8.2,10.46
46672,7.0,10.0,2.3,4.0,23.0,3.0,217,11.9,9.5,10.8
46673,16.0,0.0,2.0,4.0,19.0,3.0,198,10.5,7.5,9.15
46674,4.0,1.0,3.6,6.0,13.0,3.0,255,12.544509425422014,10.7,11.013572964095445
46675,18.0,0.0,2.9777784042058384,4.0,3.0,3.0,212,11.0,9.2,10.19
46676,7.0,6.0,3.5,6.0,13.0,3.0,310,19.0,14.71,17.1
46677,10.0,11.0,2.0,5.292000277527232,22.0,3.0,210,10.9,7.7,9.5
46678,20.0,5.0,2.7,4.0,22.0,3.0,307,22.1,12.2,17.64
46679,7.0,6.0,2.7,6.0,13.0,3.0,246,12.5,9.0,10.9
46680,15.0,0.0,2.0,4.0,13.0,3.0,189,9.2,6.2,7.85
46681,2.0,10.0,2.0,4.0,15.0,4.0,208,11.0,7.6,9.47
46682,17.0,2.0,1.6,4.0,23.0,4.0,198,10.4,7.4,11.013572964095445
46683,9.0,11.0,1.5,4.0,17.0,3.0,162,7.3,6.2,6.8
46684,17.0,9.0,2.0,4.0,23.0,3.0,204,13.0,7.7,10.62
46685,20.0,12.0,3.5,6.0,19.0,3.0,184,9.2,7.1,8.26
46686,18.0,1.0,1.6,4.0,7.0,3.0,150,9.1,8.5,8.83
46687,2.0,0.0,2.0,4.0,5.0,0.0,109,10.9,5.8,8.61
46688,15.0,2.0,2.5,4.0,13.0,3.0,119,5.4,6.6,5.94
46689,8.0,0.0,1.4,4.0,8.0,4.0,178,8.2,7.3,7.79
46690,5.0,2.0,2.9777784042058384,8.0,5.0,4.0,365,19.1,15.3,17.39
46691,14.0,11.0,2.5,4.0,19.0,3.0,168,10.91,8.4,9.77
46692,20.0,11.0,2.5,4.0,13.0,3.0,227,11.3,8.7,10.13
46693,10.0,11.0,3.2,6.0,6.0,3.0,253,13.3,11.1,12.31
46694,4.0,12.0,5.3,8.0,3.0,1.0,345,18.1,11.4,15.08
46695,11.0,1.0,2.9777784042058384,4.0,8.0,3.0,193,10.2,8.6,9.48
46696,14.0,11.0,2.0,4.0,13.0,4.0,220,9.2,8.8,9.02
46697,0.0,2.0,2.9777784042058384,6.0,8.0,4.0,184,11.7,8.2,10.1
46698,5.0,2.0,3.6,5.292000277527232,5.0,3.0,253,10.3,9.3,9.85
46699,7.0,15.0,4.6,5.292000277527232,1.0,1.0,382,16.2,11.6,14.13
46700,8.0,9.0,1.8,4.0,7.0,3.0,223,10.0,7.9,9.05
46701,5.0,4.0,3.6,6.0,3.0,1.0,286,10.7,7.7,9.35
46702,7.0,10.0,2.3,4.0,11.0,3.0,237,13.2,10.0,11.76
46703,10.0,11.0,2.9777784042058384,6.0,23.0,3.0,323,15.11,19.8,17.21
46704,8.0,0.0,2.0,4.0,23.0,3.0,190,9.2,7.0,8.2
46705,20.0,2.0,3.5,5.292000277527232,15.0,3.0,227,10.2,7.8,9.12
46706,3.0,11.0,3.6,6.0,15.0,3.0,259,13.7,9.7,11.9
46707,11.0,9.0,2.9777784042058384,5.292000277527232,13.0,3.0,200,10.0,7.5,8.88
46708,2.0,1.0,4.4,8.0,15.0,4.0,273,17.89,10.91,14.75
46709,4.0,6.0,5.3,8.0,3.0,3.0,305,12.544509425422014,11.9,14.6
46710,9.0,4.0,3.5,6.0,11.0,3.0,256,12.544509425422014,11.0,14.2
46711,18.0,11.0,3.8,6.0,15.0,3.0,253,12.544509425422014,8.6,12.62
46712,0.0,0.0,3.5,6.0,12.0,4.0,232,11.0,8.9,10.05
46713,4.0,11.0,2.5,4.0,6.0,3.0,240,13.3,8.8,11.28
46714,1.0,11.0,2.5,4.0,19.0,3.0,194,9.2,7.4,11.013572964095445
46715,2.0,2.0,3.0,6.0,13.0,4.0,242,11.3,8.6,10.09
46716,7.0,12.0,3.5,6.0,13.0,3.0,292,15.29,12.0,13.81
46717,6.0,11.0,1.4,4.0,23.0,3.0,183,10.7,6.9,9.0
46718,8.0,11.0,2.0,4.0,7.0,4.0,215,12.6,8.1,10.58
46719,20.0,6.0,4.6,8.0,13.0,3.0,386,17.61,9.9,14.14
46720,16.0,11.0,2.4,4.0,19.0,3.0,210,7.8,6.0,6.99
46721,2.0,0.0,2.0,4.0,15.0,4.0,210,10.2,8.4,9.39
46722,7.0,12.0,2.3,4.0,13.0,3.0,253,14.6,9.5,12.3
46723,8.0,0.0,2.0,4.0,23.0,4.0,206,11.1,8.8,10.06
46724,3.0,2.0,2.0,4.0,15.0,4.0,229,10.9,8.5,9.82
46725,17.0,12.0,5.6,8.0,2.0,3.0,394,16.2,10.9,13.81
46726,2.0,10.0,3.0,6.0,15.0,4.0,233,12.544509425422014,7.5,8.9
46727,5.0,1.0,2.9777784042058384,6.0,5.0,1.0,233,14.1,11.9,13.1
46728,7.0,1.0,3.5,6.0,13.0,3.0,256,12.7,7.9,10.54
46729,19.0,2.0,2.0,4.0,15.0,4.0,225,10.6,7.6,9.25
